id	window	forward_repeat_number	reverse_repeat_number
chr1	2090000	0	0
chr1	2100000	0	0
chr1	2110000	0	0
chr1	2120000	0	0
chr1	2130000	0	0
chr1	2140000	0	0
chr1	2150000	0	0
chr1	2160000	0	0
chr1	2170000	0	0
chr1	2180000	0	0
chr1	2190000	0	0
chr1	2200000	0	0
chr1	2210000	0	0
chr1	2220000	0	0
chr1	2230000	0	0
chr1	2240000	0	0
chr1	2250000	0	0
chr1	2260000	0	0
chr1	2270000	0	0
chr1	2280000	0	0
chr1	2290000	0	0
chr1	2300000	0	0
chr1	2310000	0	0
chr1	2320000	0	0
chr1	2330000	0	0
chr1	2340000	0	0
chr1	2350000	0	0
chr1	2360000	0	0
chr1	2370000	0	0
chr1	2380000	0	0
chr1	2390000	0	0
chr1	2400000	0	0
chr1	2410000	0	0
chr1	2420000	0	0
chr1	2430000	0	0
chr1	2440000	0	0
chr1	2450000	0	0
chr1	2460000	0	0
chr1	2470000	0	0
chr1	2480000	0	0
chr1	2490000	0	0
chr1	2500000	0	0
chr1	2510000	0	0
chr1	2520000	0	0
chr1	2530000	0	0
chr1	2540000	0	0
chr1	2550000	0	0
chr1	2560000	0	0
chr1	2570000	0	0
chr1	2580000	0	0
chr1	2590000	0	0
chr1	2600000	0	0
chr1	2610000	0	0
chr1	2620000	0	0
chr1	2630000	0	0
chr1	2640000	0	0
chr1	2650000	0	0
chr1	2660000	0	0
chr1	2670000	0	0
chr1	2680000	0	0
chr1	2690000	0	0
chr1	2700000	0	0
chr1	2710000	0	0
chr1	2720000	0	0
chr1	2730000	0	0
chr1	2740000	0	0
chr1	2750000	0	0
chr1	2760000	0	0
chr1	2770000	0	0
chr1	2780000	0	0
chr1	2790000	0	0
chr1	2800000	0	0
chr1	2810000	0	0
chr1	2820000	0	0
chr1	2830000	0	0
chr1	2840000	0	0
chr1	2850000	0	0
chr1	2860000	0	0
chr1	2870000	0	0
chr1	2880000	0	0
chr1	2890000	0	0
chr1	2900000	0	0
chr1	2910000	0	0
chr1	2920000	0	0
chr1	2930000	0	0
chr1	2940000	0	0
chr1	2950000	0	0
chr1	2960000	0	0
chr1	2970000	0	0
chr1	2980000	0	0
chr1	2990000	0	0
chr1	3000000	0	0
chr1	3010000	0	0
chr1	3020000	0	0
chr1	3030000	0	0
chr1	3040000	0	0
chr1	3050000	0	0
chr1	3060000	0	0
chr1	3070000	0	0
chr1	3080000	0	0
chr1	3090000	0	0
chr1	3100000	0	0
chr1	3110000	0	0
chr1	3120000	0	0
chr1	3130000	0	0
chr1	3140000	0	0
chr1	3150000	0	0
chr1	3160000	0	0
chr1	3170000	0	0
chr1	3180000	0	0
chr1	3190000	0	0
chr1	3200000	0	0
chr1	3210000	0	0
chr1	3220000	0	0
chr1	3230000	0	0
chr1	3240000	0	0
chr1	3250000	0	0
chr1	3260000	0	0
chr1	3270000	0	0
chr1	3280000	0	0
chr1	3290000	0	0
chr1	3300000	0	0
chr1	3310000	0	0
chr1	3320000	0	0
chr1	3330000	0	0
chr1	3340000	0	0
chr1	3350000	0	0
chr1	3360000	0	0
chr1	3370000	0	0
chr1	3380000	0	0
chr1	3390000	0	0
chr1	3400000	0	0
chr1	3410000	0	0
chr1	3420000	0	0
chr1	3430000	0	0
chr1	3440000	0	0
chr1	3450000	0	0
chr1	3460000	0	0
chr1	3470000	0	0
chr1	3480000	0	0
chr1	3490000	0	0
chr1	3500000	0	0
chr1	3510000	0	0
chr1	3520000	0	0
chr1	3530000	0	0
chr1	3540000	0	0
chr1	3550000	0	0
chr1	3560000	0	0
chr1	3570000	0	0
chr1	3580000	0	0
chr1	3590000	0	0
chr1	3600000	0	0
chr1	3610000	0	0
chr1	3620000	0	0
chr1	3630000	0	0
chr1	3640000	0	0
chr1	3650000	0	0
chr1	3660000	0	0
chr1	3670000	0	0
chr1	3680000	0	0
chr1	3690000	0	0
chr1	3700000	0	0
chr1	3710000	0	0
chr1	3720000	0	0
chr1	3730000	0	0
chr1	3740000	0	0
chr1	3750000	0	0
chr1	3760000	0	0
chr1	3770000	0	0
chr1	3780000	0	0
chr1	3790000	0	0
chr1	3800000	0	0
chr1	3810000	0	0
chr1	3820000	0	0
chr1	3830000	0	0
chr1	3840000	0	0
chr1	3850000	0	0
chr1	3860000	0	0
chr1	3870000	0	0
chr1	3880000	0	0
chr1	3890000	0	0
chr1	3900000	0	0
chr1	3910000	0	0
chr1	3920000	0	0
chr1	3930000	0	0
chr1	3940000	0	0
chr1	3950000	0	0
chr1	3960000	0	0
chr1	3970000	0	0
chr1	3980000	0	0
chr1	3990000	0	0
chr1	4000000	0	0
chr1	4010000	0	0
chr1	4020000	0	0
chr1	4030000	0	0
chr1	4040000	0	0
chr1	4050000	0	0
chr1	4060000	0	0
chr1	4070000	0	0
chr1	4080000	0	0
chr1	4090000	0	0
chr1	4100000	0	0
chr1	4110000	0	0
chr1	4120000	0	0
chr1	4130000	0	0
chr1	4140000	0	0
chr1	4150000	0	0
chr1	4160000	0	0
chr1	4170000	0	0
chr1	4180000	0	0
chr1	4190000	0	0
chr1	4200000	0	0
chr1	4210000	0	0
chr1	4220000	0	0
chr1	4230000	0	0
chr1	4240000	0	0
chr1	4250000	0	0
chr1	4260000	0	0
chr1	4270000	0	0
chr1	4280000	0	0
chr1	4290000	0	0
chr1	4300000	0	0
chr1	4310000	0	0
chr1	4320000	0	0
chr1	4330000	0	0
chr1	4340000	0	0
chr1	4350000	0	0
chr1	4360000	0	0
chr1	4370000	0	0
chr1	4380000	0	0
chr1	4390000	0	0
chr1	4400000	0	0
chr1	4410000	0	0
chr1	4420000	0	0
chr1	4430000	0	0
chr1	4440000	0	0
chr1	4450000	0	0
chr1	4460000	0	0
chr1	4470000	0	0
chr1	4480000	0	0
chr1	4490000	0	0
chr1	4500000	0	0
chr1	4510000	0	0
chr1	4520000	0	0
chr1	4530000	0	0
chr1	4540000	0	0
chr1	4550000	0	0
chr1	4560000	0	0
chr1	4570000	0	0
chr1	4580000	0	0
chr1	4590000	0	0
chr1	4600000	0	0
chr1	4610000	0	0
chr1	4620000	0	0
chr1	4630000	0	0
chr1	4640000	0	0
chr1	4650000	0	0
chr1	4660000	0	0
chr1	4670000	0	0
chr1	4680000	0	0
chr1	4690000	0	0
chr1	4700000	0	0
chr1	4710000	0	0
chr1	4720000	0	0
chr1	4730000	0	0
chr1	4740000	0	0
chr1	4750000	0	0
chr1	4760000	0	0
chr1	4770000	0	0
chr1	4780000	0	0
chr1	4790000	0	0
chr1	4800000	0	0
chr1	4810000	0	0
chr1	4820000	0	0
chr1	4830000	0	0
chr1	4840000	0	0
chr1	4850000	0	0
chr1	4860000	0	0
chr1	4870000	0	0
chr1	4880000	0	0
chr1	4890000	0	0
chr1	4900000	0	0
chr1	4910000	0	0
chr1	4920000	0	0
chr1	4930000	0	0
chr1	4940000	0	0
chr1	4950000	0	0
chr1	4960000	0	0
chr1	4970000	0	0
chr1	4980000	0	0
chr1	4990000	0	0
chr1	5000000	0	0
chr1	5010000	0	0
chr1	5020000	0	0
chr1	5030000	0	0
chr1	5040000	0	0
chr1	5050000	0	0
chr1	5060000	0	0
chr1	5070000	0	0
chr1	5080000	0	0
chr1	5090000	0	0
chr1	5100000	0	0
chr1	5110000	0	0
chr1	5120000	0	0
chr1	5130000	0	0
chr1	5140000	0	0
chr1	5150000	0	0
chr1	5160000	0	0
chr1	5170000	0	0
chr1	5180000	0	0
chr1	5190000	0	0
chr1	5200000	0	0
chr1	5210000	0	0
chr1	5220000	0	0
chr1	5230000	0	0
chr1	5240000	0	0
chr1	5250000	0	0
chr1	5260000	0	0
chr1	5270000	0	0
chr1	5280000	0	0
chr1	5290000	0	0
chr1	5300000	0	0
chr1	5310000	0	0
chr1	5320000	0	0
chr1	5330000	0	0
chr1	5340000	0	0
chr1	5350000	0	0
chr1	5360000	0	0
chr1	5370000	0	0
chr1	5380000	0	0
chr1	5390000	0	0
chr1	5400000	0	0
chr1	5410000	0	0
chr1	5420000	0	0
chr1	5430000	0	0
chr1	5440000	0	0
chr1	5450000	0	0
chr1	5460000	0	0
chr1	5470000	0	0
chr1	5480000	0	0
chr1	5490000	0	0
chr1	5500000	0	0
chr1	5510000	0	0
chr1	5520000	0	0
chr1	5530000	0	0
chr1	5540000	0	0
chr1	5550000	0	0
chr1	5560000	0	0
chr1	5570000	0	0
chr1	5580000	0	0
chr1	5590000	0	0
chr1	5600000	0	0
chr1	5610000	0	0
chr1	5620000	0	0
chr1	5630000	0	0
chr1	5640000	0	0
chr1	5650000	0	0
chr1	5660000	0	0
chr1	5670000	0	0
chr1	5680000	0	0
chr1	5690000	0	0
chr1	5700000	0	0
chr1	5710000	0	0
chr1	5720000	0	0
chr1	5730000	0	0
chr1	5740000	0	0
chr1	5750000	0	0
chr1	5760000	0	0
chr1	5770000	0	0
chr1	5780000	0	0
chr1	5790000	0	0
chr1	5800000	0	0
chr1	5810000	0	0
chr1	5820000	0	0
chr1	5830000	0	0
chr1	5840000	0	0
chr1	5850000	0	0
chr1	5860000	0	0
chr1	5870000	0	0
chr1	5880000	0	0
chr1	5890000	0	0
chr1	5900000	0	0
chr1	5910000	0	0
chr1	5920000	0	0
chr1	5930000	0	0
chr1	5940000	0	0
chr1	5950000	0	0
chr1	5960000	0	0
chr1	5970000	0	0
chr1	5980000	0	0
chr1	5990000	0	0
chr1	6000000	0	0
chr1	6010000	0	0
chr1	6020000	0	0
chr1	6030000	0	0
chr1	6040000	0	0
chr1	6050000	0	0
chr1	6060000	0	0
chr1	6070000	0	0
chr1	6080000	0	0
chr1	6090000	0	0
chr1	6100000	0	0
chr1	6110000	0	0
chr1	6120000	0	0
chr1	6130000	0	0
chr1	6140000	0	0
chr1	6150000	0	0
chr1	6160000	0	0
chr1	6170000	0	0
chr1	6180000	0	0
chr1	6190000	0	0
chr1	6200000	0	0
chr1	6210000	0	0
chr1	6220000	0	0
chr1	6230000	0	0
chr1	6240000	0	0
chr1	6250000	0	0
chr1	6260000	0	0
chr1	6270000	0	0
chr1	6280000	0	0
chr1	6290000	0	0
chr1	6300000	0	0
chr1	6310000	0	0
chr1	6320000	0	0
chr1	6330000	0	0
chr1	6340000	0	0
chr1	6350000	0	0
chr1	6360000	0	0
chr1	6370000	0	0
chr1	6380000	0	0
chr1	6390000	0	0
chr1	6400000	0	0
chr1	6410000	0	0
chr1	6420000	0	0
chr1	6430000	0	0
chr1	6440000	0	0
chr1	6450000	0	0
chr1	6460000	0	0
chr1	6470000	0	0
chr1	6480000	0	0
chr1	6490000	0	0
chr1	6500000	0	0
chr1	6510000	0	0
chr1	6520000	0	0
chr1	6530000	0	0
chr1	6540000	0	0
chr1	6550000	0	0
chr1	6560000	0	0
chr1	6570000	0	0
chr1	6580000	0	0
chr1	6590000	0	0
chr1	6600000	0	0
chr1	6610000	0	0
chr1	6620000	0	0
chr1	6630000	0	0
chr1	6640000	0	0
chr1	6650000	0	0
chr1	6660000	0	0
chr1	6670000	0	0
chr1	6680000	0	0
chr1	6690000	0	0
chr1	6700000	0	0
chr1	6710000	0	0
chr1	6720000	0	0
chr1	6730000	0	0
chr1	6740000	0	0
chr1	6750000	0	0
chr1	6760000	0	0
chr1	6770000	0	0
chr1	6780000	0	0
chr1	6790000	0	0
chr1	6800000	0	0
chr1	6810000	0	0
chr1	6820000	0	0
chr1	6830000	0	0
chr1	6840000	0	0
chr1	6850000	0	0
chr1	6860000	0	0
chr1	6870000	0	0
chr1	6880000	0	0
chr1	6890000	0	0
chr1	6900000	0	0
chr1	6910000	0	0
chr1	6920000	0	0
chr1	6930000	0	0
chr1	6940000	0	0
chr1	6950000	0	0
chr1	6960000	0	0
chr1	6970000	0	0
chr1	6980000	0	0
chr1	6990000	0	0
chr1	7000000	0	0
chr1	7010000	0	0
chr1	7020000	0	0
chr1	7030000	0	0
chr1	7040000	0	0
chr1	7050000	0	0
chr1	7060000	0	0
chr1	7070000	0	0
chr1	7080000	0	0
chr1	7090000	0	0
chr1	7100000	0	0
chr1	7110000	0	0
chr1	7120000	0	0
chr1	7130000	0	0
chr1	7140000	0	0
chr1	7150000	0	0
chr1	7160000	0	0
chr1	7170000	0	0
chr1	7180000	0	0
chr1	7190000	0	0
chr1	7200000	0	0
chr1	7210000	0	0
chr1	7220000	0	0
chr1	7230000	0	0
chr1	7240000	0	0
chr1	7250000	0	0
chr1	7260000	0	0
chr1	7270000	0	0
chr1	7280000	0	0
chr1	7290000	0	0
chr1	7300000	0	0
chr1	7310000	0	0
chr1	7320000	0	0
chr1	7330000	0	0
chr1	7340000	0	0
chr1	7350000	0	0
chr1	7360000	0	0
chr1	7370000	0	0
chr1	7380000	0	0
chr1	7390000	0	0
chr1	7400000	0	0
chr1	7410000	0	0
chr1	7420000	0	0
chr1	7430000	0	0
chr1	7440000	0	0
chr1	7450000	0	0
chr1	7460000	0	0
chr1	7470000	0	0
chr1	7480000	0	0
chr1	7490000	0	0
chr1	7500000	0	0
chr1	7510000	0	0
chr1	7520000	0	0
chr1	7530000	0	0
chr1	7540000	0	0
chr1	7550000	0	0
chr1	7560000	0	0
chr1	7570000	0	0
chr1	7580000	0	0
chr1	7590000	0	0
chr1	7600000	0	0
chr1	7610000	0	0
chr1	7620000	0	0
chr1	7630000	0	0
chr1	7640000	0	0
chr1	7650000	0	0
chr1	7660000	0	0
chr1	7670000	0	0
chr1	7680000	0	0
chr1	7690000	0	0
chr1	7700000	0	0
chr1	7710000	0	0
chr1	7720000	0	0
chr1	7730000	0	0
chr1	7740000	0	0
chr1	7750000	0	0
chr1	7760000	0	0
chr1	7770000	0	0
chr1	7780000	0	0
chr1	7790000	0	0
chr1	7800000	0	0
chr1	7810000	0	0
chr1	7820000	0	0
chr1	7830000	0	0
chr1	7840000	0	0
chr1	7850000	0	0
chr1	7860000	0	0
chr1	7870000	0	0
chr1	7880000	0	0
chr1	7890000	0	0
chr1	7900000	0	0
chr1	7910000	0	0
chr1	7920000	0	0
chr1	7930000	0	0
chr1	7940000	0	0
chr1	7950000	0	0
chr1	7960000	0	0
chr1	7970000	0	0
chr1	7980000	0	0
chr1	7990000	0	0
chr1	8000000	0	0
chr1	8010000	0	0
chr1	8020000	0	0
chr1	8030000	0	0
chr1	8040000	0	0
chr1	8050000	0	0
chr1	8060000	0	0
chr1	8070000	0	0
chr1	8080000	0	0
chr1	8090000	0	0
chr1	8100000	0	0
chr1	8110000	0	0
chr1	8120000	0	0
chr1	8130000	0	0
chr1	8140000	0	0
chr1	8150000	0	0
chr1	8160000	0	0
chr1	8170000	0	0
chr1	8180000	0	0
chr1	8190000	0	0
chr1	8200000	0	0
chr1	8210000	0	0
chr1	8220000	0	0
chr1	8230000	0	0
chr1	8240000	0	0
chr1	8250000	0	0
chr1	8260000	0	0
chr1	8270000	0	0
chr1	8280000	0	0
chr1	8290000	0	0
chr1	8300000	0	0
chr1	8310000	0	0
chr1	8320000	0	0
chr1	8330000	0	0
chr1	8340000	0	0
chr1	8350000	0	0
chr1	8360000	0	0
chr1	8370000	0	0
chr1	8380000	0	0
chr1	8390000	0	0
chr1	8400000	0	0
chr1	8410000	0	0
chr1	8420000	0	0
chr1	8430000	0	0
chr1	8440000	0	0
chr1	8450000	0	0
chr1	8460000	0	0
chr1	8470000	0	0
chr1	8480000	0	0
chr1	8490000	0	0
chr1	8500000	0	0
chr1	8510000	0	0
chr1	8520000	0	0
chr1	8530000	0	0
chr1	8540000	0	0
chr1	8550000	0	0
chr1	8560000	0	0
chr1	8570000	0	0
chr1	8580000	0	0
chr1	8590000	0	0
chr1	8600000	0	0
chr1	8610000	0	0
chr1	8620000	0	0
chr1	8630000	0	0
chr1	8640000	0	0
chr1	8650000	0	0
chr1	8660000	0	0
chr1	8670000	0	0
chr1	8680000	0	0
chr1	8690000	0	0
chr1	8700000	0	0
chr1	8710000	0	0
chr1	8720000	0	0
chr1	8730000	0	0
chr1	8740000	0	0
chr1	8750000	0	0
chr1	8760000	0	0
chr1	8770000	0	0
chr1	8780000	0	0
chr1	8790000	0	0
chr1	8800000	0	0
chr1	8810000	0	0
chr1	8820000	0	0
chr1	8830000	0	0
chr1	8840000	0	0
chr1	8850000	0	0
chr1	8860000	0	0
chr1	8870000	0	0
chr1	8880000	0	0
chr1	8890000	0	0
chr1	8900000	0	0
chr1	8910000	0	0
chr1	8920000	0	0
chr1	8930000	0	0
chr1	8940000	0	0
chr1	8950000	0	0
chr1	8960000	0	0
chr1	8970000	0	0
chr1	8980000	0	0
chr1	8990000	0	0
chr1	9000000	0	0
chr1	9010000	0	0
chr1	9020000	0	0
chr1	9030000	0	0
chr1	9040000	0	0
chr1	9050000	0	0
chr1	9060000	0	0
chr1	9070000	0	0
chr1	9080000	0	0
chr1	9090000	0	0
chr1	9100000	0	0
chr1	9110000	0	0
chr1	9120000	0	0
chr1	9130000	0	0
chr1	9140000	0	0
chr1	9150000	0	0
chr1	9160000	0	0
chr1	9170000	0	0
chr1	9180000	0	0
chr1	9190000	0	0
chr1	9200000	0	0
chr1	9210000	0	0
chr1	9220000	0	0
chr1	9230000	0	0
chr1	9240000	0	0
chr1	9250000	0	0
chr1	9260000	0	0
chr1	9270000	0	0
chr1	9280000	0	0
chr1	9290000	0	0
chr1	9300000	0	0
chr1	9310000	0	0
chr1	9320000	0	0
chr1	9330000	0	0
chr1	9340000	0	0
chr1	9350000	0	0
chr1	9360000	0	0
chr1	9370000	0	0
chr1	9380000	0	0
chr1	9390000	0	0
chr1	9400000	0	0
chr1	9410000	0	0
chr1	9420000	0	0
chr1	9430000	0	0
chr1	9440000	0	0
chr1	9450000	0	0
chr1	9460000	0	0
chr1	9470000	0	0
chr1	9480000	0	0
chr1	9490000	0	0
chr1	9500000	0	0
chr1	9510000	0	0
chr1	9520000	0	0
chr1	9530000	0	0
chr1	9540000	0	0
chr1	9550000	0	0
chr1	9560000	0	0
chr1	9570000	0	0
chr1	9580000	0	0
chr1	9590000	0	0
chr1	9600000	0	0
chr1	9610000	0	0
chr1	9620000	0	0
chr1	9630000	0	0
chr1	9640000	0	0
chr1	9650000	0	0
chr1	9660000	0	0
chr1	9670000	0	0
chr1	9680000	0	0
chr1	9690000	0	0
chr1	9700000	0	0
chr1	9710000	0	0
chr1	9720000	0	0
chr1	9730000	0	0
chr1	9740000	0	0
chr1	9750000	0	0
chr1	9760000	0	0
chr1	9770000	0	0
chr1	9780000	0	0
chr1	9790000	0	0
chr1	9800000	0	0
chr1	9810000	0	0
chr1	9820000	0	0
chr1	9830000	0	0
chr1	9840000	0	0
chr1	9850000	0	0
chr1	9860000	0	0
chr1	9870000	0	0
chr1	9880000	0	0
chr1	9890000	0	0
chr1	9900000	0	0
chr1	9910000	0	0
chr1	9920000	0	0
chr1	9930000	0	0
chr1	9940000	0	0
chr1	9950000	0	0
chr1	9960000	0	0
chr1	9970000	0	0
chr1	9980000	0	0
chr1	9990000	0	0
chr1	10000000	0	0
chr1	10010000	0	0
chr1	10020000	0	0
chr1	10030000	0	0
chr1	10040000	0	0
chr1	10050000	0	0
chr1	10060000	0	0
chr1	10070000	0	0
chr1	10080000	0	0
chr1	10090000	0	0
chr1	10100000	0	0
chr1	10110000	0	0
chr1	10120000	0	0
chr1	10130000	0	0
chr1	10140000	0	0
chr1	10150000	0	0
chr1	10160000	0	0
chr1	10170000	0	0
chr1	10180000	0	0
chr1	10190000	0	0
chr1	10200000	0	0
chr1	10210000	0	0
chr1	10220000	0	0
chr1	10230000	0	0
chr1	10240000	0	0
chr1	10250000	0	0
chr1	10260000	0	0
chr1	10270000	0	0
chr1	10280000	0	0
chr1	10290000	0	0
chr1	10300000	0	0
chr1	10310000	0	0
chr1	10320000	0	0
chr1	10330000	0	0
chr1	10340000	0	0
chr1	10350000	0	0
chr1	10360000	0	0
chr1	10370000	0	0
chr1	10380000	0	0
chr1	10390000	0	0
chr1	10400000	0	0
chr1	10410000	0	0
chr1	10420000	0	0
chr1	10430000	0	0
chr1	10440000	0	0
chr1	10450000	0	0
chr1	10460000	0	0
chr1	10470000	0	0
chr1	10480000	0	0
chr1	10490000	0	0
chr1	10500000	0	0
chr1	10510000	0	0
chr1	10520000	0	0
chr1	10530000	0	0
chr1	10540000	0	0
chr1	10550000	0	0
chr1	10560000	0	0
chr1	10570000	0	0
chr1	10580000	0	0
chr1	10590000	0	0
chr1	10600000	0	0
chr1	10610000	0	0
chr1	10620000	0	0
chr1	10630000	0	0
chr1	10640000	0	0
chr1	10650000	0	0
chr1	10660000	0	0
chr1	10670000	0	0
chr1	10680000	0	0
chr1	10690000	0	0
chr1	10700000	0	0
chr1	10710000	0	0
chr1	10720000	0	0
chr1	10730000	0	0
chr1	10740000	0	0
chr1	10750000	0	0
chr1	10760000	0	0
chr1	10770000	0	0
chr1	10780000	0	0
chr1	10790000	0	0
chr1	10800000	0	0
chr1	10810000	0	0
chr1	10820000	0	0
chr1	10830000	0	0
chr1	10840000	0	0
chr1	10850000	0	0
chr1	10860000	0	0
chr1	10870000	0	0
chr1	10880000	0	0
chr1	10890000	0	0
chr1	10900000	0	0
chr1	10910000	0	0
chr1	10920000	0	0
chr1	10930000	0	0
chr1	10940000	0	0
chr1	10950000	0	0
chr1	10960000	0	0
chr1	10970000	0	0
chr1	10980000	0	0
chr1	10990000	0	0
chr1	11000000	0	0
chr1	11010000	0	0
chr1	11020000	0	0
chr1	11030000	0	0
chr1	11040000	0	0
chr1	11050000	0	0
chr1	11060000	0	0
chr1	11070000	0	0
chr1	11080000	0	0
chr1	11090000	0	0
chr1	11100000	0	0
chr1	11110000	0	0
chr1	11120000	0	0
chr1	11130000	0	0
chr1	11140000	0	0
chr1	11150000	0	0
chr1	11160000	0	0
chr1	11170000	0	0
chr1	11180000	0	0
chr1	11190000	0	0
chr1	11200000	0	0
chr1	11210000	0	0
chr1	11220000	0	0
chr1	11230000	0	0
chr1	11240000	0	0
chr1	11250000	0	0
chr1	11260000	0	0
chr1	11270000	0	0
chr1	11280000	0	0
chr1	11290000	0	0
chr1	11300000	0	0
chr1	11310000	0	0
chr1	11320000	0	0
chr1	11330000	0	0
chr1	11340000	0	0
chr1	11350000	0	0
chr1	11360000	0	0
chr1	11370000	0	0
chr1	11380000	0	0
chr1	11390000	0	0
chr1	11400000	0	0
chr1	11410000	0	0
chr1	11420000	0	0
chr1	11430000	0	0
chr1	11440000	0	0
chr1	11450000	0	0
chr1	11460000	0	0
chr1	11470000	0	0
chr1	11480000	0	0
chr1	11490000	0	0
chr1	11500000	0	0
chr1	11510000	0	0
chr1	11520000	0	0
chr1	11530000	0	0
chr1	11540000	0	0
chr1	11550000	0	0
chr1	11560000	0	0
chr1	11570000	0	0
chr1	11580000	0	0
chr1	11590000	0	0
chr1	11600000	0	0
chr1	11610000	0	0
chr1	11620000	0	0
chr1	11630000	0	0
chr1	11640000	0	0
chr1	11650000	0	0
chr1	11660000	0	0
chr1	11670000	0	0
chr1	11680000	0	0
chr1	11690000	0	0
chr1	11700000	0	0
